Yellow Robot	Blue Robot	Ball
(400.1458740234375, 550.4747924804688)	(142.24119567871094, 289.94879150390625)	(361.91748046875, 744.2772827148438)
(401.1722717285156, 550.2489013671875)	(143.51132202148438, 289.25103759765625)	(364.30438232421875, 745.5017700195312)
(401.02398681640625, 551.9322509765625)	(142.2255096435547, 290.2466125488281)	(363.9867858886719, 748.3314819335938)
(400.7064514160156, 552.6351318359375)	(141.8070526123047, 290.3570861816406)	(364.6629333496094, 750.4635009765625)
(401.90704345703125, 553.36083984375)	(143.33230590820312, 290.8463134765625)	(367.4601135253906, 753.57958984375)
(402.4566345214844, 553.5482177734375)	(144.17567443847656, 290.9454040527344)	(368.5604553222656, 754.5280151367188)
(402.79522705078125, 553.435791015625)	(144.36558532714844, 290.4803771972656)	(369.6256103515625, 755.5888671875)
(402.98931884765625, 552.3055419921875)	(145.1065216064453, 290.5265197753906)	(370.3359069824219, 756.533447265625)
(401.31671142578125, 552.1217041015625)	(142.78968811035156, 290.7966003417969)	(368.2692565917969, 758.4767456054688)
(400.2387390136719, 552.72998046875)	(141.98207092285156, 291.5409851074219)	(368.1067199707031, 761.1650390625)
(399.9864196777344, 554.2081909179688)	(142.07461547851562, 293.2408447265625)	(368.2206726074219, 765.4981079101562)
(399.81573486328125, 553.9115600585938)	(141.57090759277344, 293.521728515625)	(367.9557189941406, 768.3784790039062)
(398.774658203125, 552.6700439453125)	(140.85903930664062, 292.2138671875)	(367.0645751953125, 770.3572998046875)
(400.4114074707031, 551.0514526367188)	(142.50257873535156, 292.69232177734375)	(368.59600830078125, 771.244873046875)
(400.5648193359375, 550.1929321289062)	(140.94293212890625, 293.4892883300781)	(367.5335693359375, 775.3055419921875)
(403.77239990234375, 546.69140625)	(144.15902709960938, 293.3152160644531)	(369.8954772949219, 776.9722290039062)
(405.9681701660156, 542.6107788085938)	(146.43333435058594, 293.40142822265625)	(371.6395263671875, 780.164794921875)
(411.9592590332031, 539.171875)	(152.49932861328125, 294.00006103515625)	(375.9441223144531, 782.2164306640625)
(414.22479248046875, 532.7645874023438)	(154.61119079589844, 293.7904357910156)	(377.74609375, 783.8695678710938)
(415.0017395019531, 530.402587890625)	(155.281982421875, 293.8046875)	(378.41607666015625, 784.45849609375)
(414.78179931640625, 523.7824096679688)	(154.9474639892578, 292.7886962890625)	(377.64031982421875, 785.067138671875)
(414.4452819824219, 519.0709838867188)	(155.9711456298828, 293.9381408691406)	(377.1540222167969, 786.4696044921875)
(414.82135009765625, 512.4044799804688)	(156.96371459960938, 293.7057800292969)	(377.1007385253906, 788.1178588867188)
(414.1483154296875, 507.13433837890625)	(155.9180145263672, 293.8118591308594)	(375.4527893066406, 790.1053466796875)
(412.6415100097656, 502.074462890625)	(153.41073608398438, 294.22564697265625)	(373.3241882324219, 791.4141845703125)
(412.7762451171875, 496.55078125)	(152.1049041748047, 294.0751647949219)	(373.07916259765625, 792.2318115234375)
(409.8896789550781, 491.71258544921875)	(146.92079162597656, 293.15875244140625)	(368.8005065917969, 793.3292846679688)
(409.0202331542969, 486.3535461425781)	(144.60147094726562, 293.8952331542969)	(366.6762390136719, 796.3258056640625)
(406.86016845703125, 479.742919921875)	(141.7518310546875, 294.02130126953125)	(362.3901062011719, 798.1943969726562)
(405.7815856933594, 477.50714111328125)	(140.4914093017578, 294.03753662109375)	(360.5596923828125, 798.8339233398438)
(407.0352783203125, 473.6082763671875)	(141.28158569335938, 294.1907653808594)	(360.6234436035156, 799.6495971679688)
(406.8082275390625, 469.35296630859375)	(140.95339965820312, 295.1005554199219)	(359.602294921875, 800.6840209960938)
(407.86431884765625, 465.26611328125)	(142.6598358154297, 295.21014404296875)	(359.78302001953125, 802.981689453125)
(408.3340759277344, 460.60321044921875)	(144.72935485839844, 293.9715881347656)	(359.6587829589844, 803.5222778320312)
(405.2547607421875, 457.15350341796875)	(144.78517150878906, 290.6677551269531)	(358.9462585449219, 804.4111328125)
(404.11578369140625, 455.8498840332031)	(147.0155792236328, 288.0030822753906)	(359.06134033203125, 804.6016235351562)
(403.7239074707031, 456.71270751953125)	(149.7342071533203, 285.41259765625)	(359.38543701171875, 806.9176025390625)
(401.7834167480469, 455.9214782714844)	(152.12109375, 282.18902587890625)	(359.5206298828125, 811.427734375)
(401.2691955566406, 455.9188537597656)	(152.2811737060547, 281.5052795410156)	(359.6074523925781, 812.7164916992188)
(400.9613342285156, 455.1063232421875)	(153.6474609375, 280.0664978027344)	(360.4622497558594, 814.7112426757812)
(400.39678955078125, 453.59552001953125)	(154.9124298095703, 278.634521484375)	(360.49578857421875, 816.7334594726562)
(400.32415771484375, 452.2414855957031)	(156.4273681640625, 277.9227600097656)	(361.2092590332031, 818.6356811523438)
(401.5688781738281, 451.0724182128906)	(157.3415985107422, 279.1734313964844)	(361.2129211425781, 820.2762451171875)
(403.8599853515625, 449.9563903808594)	(158.2812957763672, 279.0571594238281)	(361.1906433105469, 821.9458618164062)
(405.7510986328125, 448.3989562988281)	(159.7885284423828, 279.989501953125)	(361.45068359375, 823.8458251953125)
(407.4705810546875, 445.6236877441406)	(159.7825927734375, 281.968017578125)	(360.6709899902344, 825.920166015625)
(409.3304443359375, 441.2250061035156)	(158.48538208007812, 282.5174865722656)	(359.6084899902344, 827.9453125)
(412.4100036621094, 438.3032531738281)	(157.8563995361328, 285.72406005859375)	(360.04443359375, 831.07470703125)
(414.3943786621094, 434.4927978515625)	(155.59658813476562, 287.5616455078125)	(358.3863525390625, 833.5452880859375)
(416.8504638671875, 430.3553466796875)	(153.27418518066406, 289.4891052246094)	(357.10693359375, 835.4227905273438)
(415.77581787109375, 426.99432373046875)	(147.8331756591797, 292.24371337890625)	(353.02947998046875, 838.1989135742188)
(416.8037109375, 422.9059143066406)	(145.61703491210938, 293.6736755371094)	(350.51513671875, 840.6450805664062)
(419.0838928222656, 419.822265625)	(146.112060546875, 296.5161437988281)	(350.546630859375, 842.6079711914062)
(422.80352783203125, 416.56683349609375)	(147.29698181152344, 298.1149597167969)	(352.1643981933594, 844.8020629882812)
(426.4090270996094, 412.5003662109375)	(145.3871612548828, 299.92572021484375)	(351.8016662597656, 847.4898071289062)
(429.4259033203125, 409.7088317871094)	(144.38169860839844, 302.630615234375)	(351.7737121582031, 850.4249877929688)
(431.37664794921875, 406.4158020019531)	(143.2213897705078, 304.0653991699219)	(351.7345275878906, 851.4339599609375)
(428.54962158203125, 403.20318603515625)	(139.3013153076172, 304.3309020996094)	(349.3439636230469, 852.7005004882812)
(425.6556701660156, 402.25115966796875)	(135.87039184570312, 305.571044921875)	(348.09283447265625, 854.7308959960938)
(425.1166076660156, 401.8266906738281)	(134.86654663085938, 306.2253112792969)	(348.2078552246094, 857.17626953125)
(422.9399719238281, 400.5327453613281)	(134.27723693847656, 307.8070068359375)	(346.5791015625, 859.0764770507812)
(420.9586486816406, 399.1172790527344)	(134.5823211669922, 308.2978515625)	(346.1231994628906, 860.6817626953125)
(418.3980407714844, 398.2581787109375)	(132.59571838378906, 308.76470947265625)	(343.9259338378906, 862.3880615234375)
(418.5725402832031, 397.7124938964844)	(133.44613647460938, 309.15863037109375)	(344.3922424316406, 863.9067993164062)
(421.329345703125, 396.15802001953125)	(135.1649169921875, 309.2818298339844)	(345.2698669433594, 864.4141235351562)
(424.30859375, 395.2040710449219)	(136.46299743652344, 308.83026123046875)	(345.6029052734375, 865.736328125)
(426.1012878417969, 392.14202880859375)	(135.765869140625, 307.44244384765625)	(344.7647705078125, 865.322509765625)
(429.5388488769531, 389.44439697265625)	(136.07289123535156, 307.26263427734375)	(344.3243103027344, 867.48486328125)
(435.6133117675781, 386.5144958496094)	(138.6623992919922, 307.76702880859375)	(346.25433349609375, 869.2166748046875)
(440.454833984375, 384.2615051269531)	(140.7176971435547, 307.7974853515625)	(347.9031066894531, 870.0134887695312)
(444.67645263671875, 380.08050537109375)	(141.3251495361328, 307.4580078125)	(347.0741271972656, 870.842041015625)
(448.4761657714844, 377.3783874511719)	(141.50645446777344, 308.51336669921875)	(345.6247253417969, 873.3172607421875)
(453.83831787109375, 374.79229736328125)	(142.0258331298828, 308.51190185546875)	(346.88665771484375, 875.0708618164062)
(458.86724853515625, 371.5208740234375)	(142.36199951171875, 309.50811767578125)	(347.7299499511719, 877.367431640625)
(461.0220031738281, 367.22210693359375)	(136.89178466796875, 310.1415710449219)	(343.3013000488281, 879.559814453125)
(464.98870849609375, 364.0078125)	(134.4090118408203, 310.9031066894531)	(341.2335510253906, 881.4363403320312)
(469.9162902832031, 361.2268371582031)	(132.42251586914062, 312.41650390625)	(340.8261413574219, 884.0321044921875)
(471.7734069824219, 360.1305236816406)	(131.73362731933594, 312.8060607910156)	(340.5916442871094, 884.6114501953125)
(473.2062683105469, 357.3521728515625)	(131.90122985839844, 313.279052734375)	(341.3546142578125, 886.037841796875)
(470.6242980957031, 355.0724792480469)	(131.14495849609375, 314.71722412109375)	(338.85101318359375, 887.0097045898438)
(468.8771057128906, 353.247802734375)	(130.609375, 314.65557861328125)	(337.39874267578125, 888.128173828125)
(467.2710266113281, 351.0885925292969)	(129.6633758544922, 314.7094421386719)	(335.2221374511719, 890.1989135742188)
(465.93475341796875, 347.9556884765625)	(130.0671844482422, 313.8258361816406)	(334.31268310546875, 891.3556518554688)
(464.5860290527344, 346.7245178222656)	(129.50608825683594, 313.3451232910156)	(332.42926025390625, 892.3135375976562)
(464.2726135253906, 345.96966552734375)	(128.51109313964844, 312.7797546386719)	(331.3912658691406, 894.6129760742188)
(465.6984558105469, 346.2320556640625)	(129.2440948486328, 315.5035400390625)	(331.1307067871094, 896.5086669921875)
(466.3523254394531, 347.4589538574219)	(126.76834106445312, 314.79998779296875)	(327.4819641113281, 897.4644775390625)
(470.71990966796875, 346.3585205078125)	(127.97725677490234, 314.6239929199219)	(326.81689453125, 899.323974609375)
(475.9080810546875, 344.0015869140625)	(128.1605224609375, 315.1536560058594)	(326.0992126464844, 901.2777099609375)
(477.8601989746094, 343.3245849609375)	(128.1748809814453, 315.5121154785156)	(325.7574768066406, 902.2274169921875)
(481.6438293457031, 342.1570739746094)	(128.64273071289062, 317.0184631347656)	(325.52423095703125, 904.6773071289062)
(488.6970520019531, 339.2265625)	(130.3978271484375, 319.94915771484375)	(326.1197814941406, 905.6459350585938)
(495.0588073730469, 338.3457946777344)	(131.75778198242188, 324.25469970703125)	(325.68878173828125, 907.9156494140625)
(499.90496826171875, 336.44677734375)	(133.3043670654297, 328.2880554199219)	(325.3323669433594, 909.276123046875)
(505.02581787109375, 335.57318115234375)	(136.20509338378906, 332.518310546875)	(325.4609680175781, 910.8405151367188)
(510.8624267578125, 335.21575927734375)	(140.4865264892578, 338.0469970703125)	(327.18572998046875, 912.91064453125)
(515.2689208984375, 334.9628601074219)	(140.52389526367188, 345.0783996582031)	(324.0900573730469, 914.5617065429688)
(519.91357421875, 330.76171875)	(139.3983917236328, 349.4414367675781)	(321.32171630859375, 915.1895141601562)
(522.4378051757812, 330.05828857421875)	(138.37249755859375, 351.32171630859375)	(320.200439453125, 916.0201416015625)
(525.0873413085938, 330.71905517578125)	(137.095947265625, 355.75616455078125)	(317.8878173828125, 918.5050048828125)
(528.7828369140625, 329.2854309082031)	(137.1244659423828, 359.17413330078125)	(316.4617614746094, 919.4940795898438)
(533.2490234375, 327.31072998046875)	(138.1361541748047, 363.3855285644531)	(316.16217041015625, 920.7219848632812)
(539.6703491210938, 324.97076416015625)	(139.1559600830078, 366.74859619140625)	(316.5979309082031, 923.3070068359375)
(545.3447265625, 323.2801208496094)	(138.8545684814453, 369.29052734375)	(316.488037109375, 925.2673950195312)
(550.0670166015625, 321.83966064453125)	(136.9012908935547, 370.71148681640625)	(314.3246765136719, 927.4521484375)
(554.8895874023438, 320.6117858886719)	(133.1461639404297, 371.0869140625)	(311.9923095703125, 929.6351928710938)
(560.9110717773438, 320.1722106933594)	(132.28936767578125, 370.93017578125)	(311.634033203125, 932.3169555664062)
(565.012939453125, 317.6715087890625)	(129.08277893066406, 368.56658935546875)	(309.5588073730469, 933.0675659179688)
(570.19775390625, 315.9422607421875)	(128.00140380859375, 368.0979919433594)	(308.4522705078125, 933.6974487304688)
(575.9871826171875, 314.2664489746094)	(127.99115753173828, 369.4012756347656)	(306.6015625, 934.7918090820312)
(577.320068359375, 312.22088623046875)	(125.88410186767578, 369.3427429199219)	(304.6119384765625, 935.5501708984375)
(581.9359741210938, 310.8327331542969)	(125.12066650390625, 371.1050109863281)	(303.2295227050781, 937.2549438476562)
(586.73583984375, 308.0348815917969)	(124.5711669921875, 373.80181884765625)	(302.4091491699219, 938.8749389648438)
(592.3048095703125, 305.69268798828125)	(123.85440063476562, 378.545166015625)	(300.883056640625, 940.5308837890625)
(596.643310546875, 303.3982849121094)	(121.89635467529297, 383.1254577636719)	(298.5614318847656, 941.277587890625)
(604.158203125, 303.07049560546875)	(122.9717788696289, 390.3033447265625)	(298.9896545410156, 942.3973999023438)
(606.9046630859375, 302.8988342285156)	(123.5452880859375, 392.8232421875)	(299.42828369140625, 942.6558227539062)
(611.220947265625, 302.3723449707031)	(125.53546142578125, 397.4462890625)	(299.5722961425781, 944.0595703125)
(612.0928955078125, 299.2066650390625)	(122.30503845214844, 401.4621887207031)	(296.2110290527344, 944.8305053710938)
(613.1290283203125, 295.6316833496094)	(121.89897918701172, 406.838134765625)	(295.2926330566406, 944.63818359375)
(611.6091918945312, 294.0330505371094)	(120.2139663696289, 412.9754943847656)	(293.5182189941406, 944.7900390625)
(610.83935546875, 292.8138122558594)	(119.98579406738281, 417.900146484375)	(292.7550048828125, 943.552734375)
(611.006591796875, 288.7154541015625)	(119.29755401611328, 420.9348449707031)	(291.0332336425781, 943.1111450195312)
(609.944580078125, 287.9090270996094)	(116.90118408203125, 425.7531433105469)	(288.6443176269531, 943.0299682617188)
(609.2081909179688, 285.6017761230469)	(115.4981689453125, 430.2169189453125)	(286.0098876953125, 942.5233764648438)
(608.9292602539062, 284.0276184082031)	(113.24649810791016, 435.6057434082031)	(283.7530822753906, 941.897216796875)
(608.4620361328125, 281.02081298828125)	(111.94993591308594, 439.21051025390625)	(281.24371337890625, 940.1266479492188)
(608.0489501953125, 281.6408386230469)	(111.294189453125, 445.6286315917969)	(280.93017578125, 940.466552734375)
(609.4449462890625, 281.4765930175781)	(112.1469497680664, 450.7357482910156)	(281.1166076660156, 939.2551879882812)
(609.8685302734375, 281.4895935058594)	(112.41624450683594, 452.435791015625)	(281.1948547363281, 938.728759765625)
(609.4742431640625, 282.13250732421875)	(113.33599090576172, 456.4161682128906)	(281.4872131347656, 939.758056640625)
(609.5465087890625, 282.5255432128906)	(111.08723449707031, 460.483154296875)	(280.4531555175781, 939.2465209960938)
(609.0625, 281.9830017089844)	(108.78472900390625, 463.6965026855469)	(277.4546203613281, 938.4680786132812)
(611.9498291015625, 283.39208984375)	(110.43633270263672, 468.9821472167969)	(278.03729248046875, 937.652099609375)
(612.2732543945312, 282.6914978027344)	(106.29444885253906, 472.3907165527344)	(274.4146728515625, 936.4099731445312)
(615.7451782226562, 282.5059509277344)	(104.48085021972656, 476.5487365722656)	(273.222412109375, 934.7067260742188)
(621.151611328125, 283.3760986328125)	(104.65231323242188, 479.85693359375)	(272.73919677734375, 934.1646118164062)
